metric_id,vel_id,score_all_ssr_ajust,score_ajust_esatis_region,score_accueil_ssr_ajust,score_pec_ssr_ajust,score_lieu_ssr_ajust,score_repas_ssr_ajust,score_sortie_ssr_ajust,classement,evolution,participation,depot,annee,date_created,source
bc7fff44-ec49-403e-a08b-531b18509711,f322fc95-6d91-4c41-9842-bfaeb1f56402,72.74,76.82,80.87,77.3,75.44,53.79,63.91,C,Stable,Facultatif,Oui,2024,,IQSS
bc7fff44-ec49-403e-a08b-531b18509711,70930eea-94d8-4662-a2f5-111efa8d6627,72.74,76.82,80.87,77.3,75.44,53.79,63.91,C,Stable,Facultatif,Oui,2024,,IQSS
f216dd81-9d24-4ee8-b68b-ec2e7abef408,42fe414f-2547-4cf6-8d84-fb34a35a4bbe,75.12,76.82,83.48,79.72,75.86,54.45,70.06,B,Stable,Facultatif,Oui,2024,,IQSS
f216dd81-9d24-4ee8-b68b-ec2e7abef408,4cd7a19f-c483-4b1b-ba06-a2cb57233c57,75.12,76.82,83.48,79.72,75.86,54.45,70.06,B,Stable,Facultatif,Oui,2024,,IQSS
bc9bdbc4-d93a-46df-b75c-63060bdc9c09,a5f473a4-ae55-455f-9527-8480beaf3139,79.06,76.82,87.24,80.31,83.45,68.6,73.24,A,Stable,Obligatoire,Oui,2024,,IQSS
bc9bdbc4-d93a-46df-b75c-63060bdc9c09,f0721689-43ba-4491-b1ba-db94fa89c55e,79.06,76.82,87.24,80.31,83.45,68.6,73.24,A,Stable,Obligatoire,Oui,2024,,IQSS
2a4c6d25-8851-4482-9903-44adbd72d443,102ca913-6eb3-42f1-86df-02b4b7600b6e,76.97,76.82,82.38,79.49,78.64,71.25,68.04,A,Non calculable,Facultatif,Oui,2024,,IQSS
2a4c6d25-8851-4482-9903-44adbd72d443,2819057b-bc67-4096-9b74-813068673911,76.97,76.82,82.38,79.49,78.64,71.25,68.04,A,Non calculable,Facultatif,Oui,2024,,IQSS
ea73f782-7763-4e80-854d-5163dbe0e19f,c50630de-6eee-49f8-aa40-d4336754718d,,,,,,,,DI,,Facultatif,Oui,2024,,IQSS
ea73f782-7763-4e80-854d-5163dbe0e19f,277023ba-366f-4d96-a899-99feaf9bfe6d,,,,,,,,DI,,Facultatif,Oui,2024,,IQSS
da40b8e9-d014-4b23-a7fb-8a71ac99569d,4679c5b9-9128-47ca-a0a1-f84807c8f968,73.07,76.82,76.49,75.64,79.93,63.65,60.93,B,Non calculable,Facultatif,Oui,2024,,IQSS
da40b8e9-d014-4b23-a7fb-8a71ac99569d,7caa52a2-1011-4b92-966f-f2a9c5438305,73.07,76.82,76.49,75.64,79.93,63.65,60.93,B,Non calculable,Facultatif,Oui,2024,,IQSS
fdeaac91-0a20-496d-bb5a-1b0268059c87,c4e845cd-5dff-46f2-83c5-873596cb2d7b,77.42,78.07,84.41,80.46,79.27,69.21,67.85,A,Stable,Obligatoire,Oui,2024,,IQSS
fdeaac91-0a20-496d-bb5a-1b0268059c87,71a0f3b9-7b71-447b-8486-daede4f005b5,77.42,78.07,84.41,80.46,79.27,69.21,67.85,A,Stable,Obligatoire,Oui,2024,,IQSS
e4f07967-32bf-4255-acdd-c775c16f6c3e,80ab20df-aa94-4ca9-9b06-f2b6086637b1,,,,,,,,DI,,Facultatif,Oui,2024,,IQSS
e4f07967-32bf-4255-acdd-c775c16f6c3e,486beac8-7b54-4f4c-9b9c-e264dd2208cf,,,,,,,,DI,,Facultatif,Oui,2024,,IQSS
464d9604-0144-478c-b130-19280141402b,7311ba83-e6f7-4d33-88cf-304e77a39d1d,,,,,,,,DI,,Facultatif,Oui,2024,,IQSS
464d9604-0144-478c-b130-19280141402b,888e7b89-f6e2-47cd-8d40-ba38f0af14cb,,,,,,,,DI,,Facultatif,Oui,2024,,IQSS
41f7ae87-08aa-41f0-a398-b6cb60b8af14,6bfdc5a4-9024-446e-8357-4798410bf016,,,,,,,,DI,,Facultatif,Oui,2024,,IQSS
41f7ae87-08aa-41f0-a398-b6cb60b8af14,6e4fcc05-8e2d-4583-92b4-ff573b3d3d09,,,,,,,,DI,,Facultatif,Oui,2024,,IQSS
e44b3b69-46bf-4177-83cd-65f6afecab28,b71f0175-098c-470f-97af-0c027d798ded,70.56,75.36,81.98,74.0,70.49,51.28,67.22,C,Amélioration,Facultatif,Oui,2024,,IQSS
e44b3b69-46bf-4177-83cd-65f6afecab28,4df757bb-9726-431f-8eb3-b43bf15c122e,70.56,75.36,81.98,74.0,70.49,51.28,67.22,C,Amélioration,Facultatif,Oui,2024,,IQSS
9983493a-b9ad-46ce-8c6f-3c5eaf2e1bb9,4cff751c-a427-48e4-8a94-b9440442ec40,73.59,75.36,83.67,78.48,69.91,58.57,67.43,B,Stable,Facultatif,Oui,2024,,IQSS
9983493a-b9ad-46ce-8c6f-3c5eaf2e1bb9,1f9f7b87-1e6c-4411-aa10-2cc9a0347af0,73.59,75.36,83.67,78.48,69.91,58.57,67.43,B,Stable,Facultatif,Oui,2024,,IQSS
29691587-201b-4fee-91d3-40a4dc758c49,9e603464-a0f3-4770-8535-e26cea4fb143,,,,,,,,DI,,Facultatif,Oui,2024,,IQSS
29691587-201b-4fee-91d3-40a4dc758c49,1cb3d0d5-beec-4e30-a900-e876def0b8c3,,,,,,,,DI,,Facultatif,Oui,2024,,IQSS
7cd56a6a-210b-4bc2-acb8-5a61d3d1b22f,100b1a58-276e-46ba-b75b-b97ebba561a9,79.67,75.36,87.22,81.85,83.28,70.64,71.0,A,Stable,Facultatif,Oui,2024,,IQSS
7cd56a6a-210b-4bc2-acb8-5a61d3d1b22f,78341fc5-4248-4644-98f1-132a6d6b604e,79.67,75.36,87.22,81.85,83.28,70.64,71.0,A,Stable,Facultatif,Oui,2024,,IQSS
6d1c7c9a-cdb7-4c11-af5b-b23e2a41d75e,6c110112-4573-41ab-9cbb-10efd66a686a,81.56,75.36,89.26,82.88,82.34,81.08,73.93,A,Non calculable,Facultatif,Oui,2024,,IQSS
6d1c7c9a-cdb7-4c11-af5b-b23e2a41d75e,15185985-884c-4687-9e0d-14ea564bfdf8,81.56,75.36,89.26,82.88,82.34,81.08,73.93,A,Non calculable,Facultatif,Oui,2024,,IQSS
d299146a-bce6-4c3a-a55d-1a486f52e404,fc0e6c9a-6e80-474d-8e9e-d4d0c275539b,78.42,75.36,86.22,81.47,76.73,71.67,71.96,A,Non calculable,Facultatif,Oui,2024,,IQSS
d299146a-bce6-4c3a-a55d-1a486f52e404,39c7558c-0df6-463b-8249-55e80b386f68,78.42,75.36,86.22,81.47,76.73,71.67,71.96,A,Non calculable,Facultatif,Oui,2024,,IQSS
d38c8786-bdd8-4c91-b03b-d5ddfb092cc2,51a42f32-c2e0-4bc4-abca-4c963a7c0c2c,77.19,75.36,81.31,81.31,73.32,67.33,73.23,A,Stable,Facultatif,Oui,2024,,IQSS
d38c8786-bdd8-4c91-b03b-d5ddfb092cc2,9e7d784d-0e1c-4e00-85e3-f5ddbe8982c4,77.19,75.36,81.31,81.31,73.32,67.33,73.23,A,Stable,Facultatif,Oui,2024,,IQSS
f15f0d8e-f8d7-43c9-8882-7e2aeb15a23c,f3cb3a98-f0ed-47b0-9400-ed7dd635b3a6,,,,,,,,DI,,Facultatif,Oui,2024,,IQSS
f15f0d8e-f8d7-43c9-8882-7e2aeb15a23c,85020b49-72a7-45ae-ba67-a70377e480fb,,,,,,,,DI,,Facultatif,Oui,2024,,IQSS
cf00c786-7830-46eb-a4bb-ea07add92f45,b18c33ca-6f98-479b-8ca4-474e3fbe0587,80.45,75.36,87.99,84.47,80.34,69.04,71.43,A,Stable,Obligatoire,Oui,2024,,IQSS
cf00c786-7830-46eb-a4bb-ea07add92f45,cf414958-d2b2-4215-9e1c-b8e5ea61fb41,80.45,75.36,87.99,84.47,80.34,69.04,71.43,A,Stable,Obligatoire,Oui,2024,,IQSS
eda81847-bad7-4b8f-b30f-602f681c1340,638328ad-f3b5-4948-a3e0-1c737ec61b43,73.79,75.36,81.99,78.5,74.69,57.52,64.77,B,Non calculable,Facultatif,Oui,2024,,IQSS
eda81847-bad7-4b8f-b30f-602f681c1340,aac83cd9-962c-4cab-893f-d0cb762af4e4,73.79,75.36,81.99,78.5,74.69,57.52,64.77,B,Non calculable,Facultatif,Oui,2024,,IQSS
1df23dfe-cfdd-404c-9e23-9f57fa778c34,f37b1ed7-8863-4217-b130-704a0ed70a8f,,,,,,,,DI,,Facultatif,Oui,2024,,IQSS
1df23dfe-cfdd-404c-9e23-9f57fa778c34,4b2cebbc-f031-4c1c-adee-8ddbd6851a1f,,,,,,,,DI,,Facultatif,Oui,2024,,IQSS
39a49ed6-16c2-436a-8f0c-b627e81644a6,060f8a98-82bc-4d13-b875-45c15f25a711,77.7,75.36,85.65,82.34,79.5,56.56,72.48,A,Stable,Obligatoire,Oui,2024,,IQSS
39a49ed6-16c2-436a-8f0c-b627e81644a6,b7f5dffb-7aeb-4613-b0ee-da5cf8382e93,77.7,75.36,85.65,82.34,79.5,56.56,72.48,A,Stable,Obligatoire,Oui,2024,,IQSS
d91231cc-7af8-4242-b7ee-c8adcb2318ac,f3142393-d3dc-4b28-b802-e60161f301b2,,,,,,,,DI,,Facultatif,Oui,2024,,IQSS
d91231cc-7af8-4242-b7ee-c8adcb2318ac,2827d24c-95e6-4f57-b22c-242a44ce3c22,,,,,,,,DI,,Facultatif,Oui,2024,,IQSS
3000fca6-9116-403d-8064-e6cb19b0e4ef,ed8cf5d3-3643-44b6-b976-d4a0a38fd48a,70.81,75.36,72.57,73.34,77.17,59.42,62.05,C,Non calculable,Facultatif,Oui,2024,,IQSS
3000fca6-9116-403d-8064-e6cb19b0e4ef,0989ba0d-6188-42a1-8420-618259de58f2,70.81,75.36,72.57,73.34,77.17,59.42,62.05,C,Non calculable,Facultatif,Oui,2024,,IQSS
ffa99d7f-e1a8-4ba6-84ea-be9dbc8a94f3,e9cf5e8e-0d88-49fe-a758-1cca2cac1684,72.11,75.36,77.69,74.25,76.06,66.35,62.47,C,Stable,Obligatoire,Oui,2024,,IQSS
ffa99d7f-e1a8-4ba6-84ea-be9dbc8a94f3,2073de87-46ea-4ec6-b3f0-540c62d59a21,72.11,75.36,77.69,74.25,76.06,66.35,62.47,C,Stable,Obligatoire,Oui,2024,,IQSS
a6f0c28b-dc36-4672-a3ad-49c2465de635,54fea0c6-752e-4a11-b350-fbfd0de7e699,79.74,75.36,82.85,81.09,84.88,77.44,70.0,A,Stable,Facultatif,Oui,2024,,IQSS
a6f0c28b-dc36-4672-a3ad-49c2465de635,5aeb339e-ec13-43c6-9125-f0dae33024eb,79.74,75.36,82.85,81.09,84.88,77.44,70.0,A,Stable,Facultatif,Oui,2024,,IQSS
9a85f8b8-96b9-4ec2-ad3f-dc689b777d70,bf0015a3-3f90-433f-83e3-3107606e820b,,,,,,,,DI,,Facultatif,Oui,2024,,IQSS
9a85f8b8-96b9-4ec2-ad3f-dc689b777d70,e53a0888-8461-4606-80d3-f042c47cded8,,,,,,,,DI,,Facultatif,Oui,2024,,IQSS
3c78cd13-b01b-42d9-a7ba-4f8df386bf15,b7f301f0-ace4-4b33-a685-247cef26a850,69.08,75.36,73.42,73.25,71.26,52.4,62.35,C,Diminution,Facultatif,Oui,2024,,IQSS
3c78cd13-b01b-42d9-a7ba-4f8df386bf15,a8b4a774-7eb1-4625-b316-99702445bef3,69.08,75.36,73.42,73.25,71.26,52.4,62.35,C,Diminution,Facultatif,Oui,2024,,IQSS
96338743-3d9a-4549-8516-979945d8cb82,ac5aac7b-5bc3-4124-b550-8ff77d76dfd4,,,,,,,,DI,,Facultatif,Oui,2024,,IQSS
96338743-3d9a-4549-8516-979945d8cb82,6985a1ce-b9e5-4021-9e50-5682faac3454,,,,,,,,DI,,Facultatif,Oui,2024,,IQSS
c9962b6c-82bc-4b79-aae0-9e8472722ddf,8207b59a-021a-477d-9a87-b141edec03f4,74.15,75.36,80.83,76.29,78.82,63.68,65.19,B,Stable,Obligatoire,Oui,2024,,IQSS
c9962b6c-82bc-4b79-aae0-9e8472722ddf,6ec33347-ad7f-4bcc-8ce7-57e41314c303,74.15,75.36,80.83,76.29,78.82,63.68,65.19,B,Stable,Obligatoire,Oui,2024,,IQSS
eca539c0-2b3e-4df4-970a-03b431c551f8,4d39e80b-67de-4b96-887d-9489e4e4878a,,,,,,,,NV,,Obligatoire,Oui,2024,,IQSS
eca539c0-2b3e-4df4-970a-03b431c551f8,b02a20c1-cd4a-4e62-acb7-477e9e4edf86,,,,,,,,NV,,Obligatoire,Oui,2024,,IQSS
9e1e9b0e-1d35-4d6d-b474-7ad161ea086d,0400f73a-d29b-4d39-806b-a223ff908b6d,,,,,,,,DI,,Facultatif,Oui,2024,,IQSS
9e1e9b0e-1d35-4d6d-b474-7ad161ea086d,8a2decd1-93a2-4e51-a8ee-1e1070c9cd9e,,,,,,,,DI,,Facultatif,Oui,2024,,IQSS
7a418375-aad5-4e7a-94c1-118b025a1891,c8e10ae6-7d74-4288-b727-eaad08cd2cd8,,,,,,,,DI,,Facultatif,Oui,2024,,IQSS
7a418375-aad5-4e7a-94c1-118b025a1891,99d967db-2cd8-4736-b3f1-0d00f3f2d26a,,,,,,,,DI,,Facultatif,Oui,2024,,IQSS
f8054616-217d-42b1-8156-97f5c2e8d37f,ac10c07a-58c1-494f-a704-291601cbbae0,,,,,,,,NV,,Obligatoire,Oui,2024,,IQSS
f8054616-217d-42b1-8156-97f5c2e8d37f,b8703983-23a0-433b-887f-dbc4ab614710,,,,,,,,NV,,Obligatoire,Oui,2024,,IQSS
5923c351-ada0-4ecc-8607-b4ab3b01081e,3d7ee232-7678-44c0-8014-00a68f0965c4,73.97,75.36,83.4,80.4,66.01,58.15,69.63,B,Amélioration,Facultatif,Oui,2024,,IQSS
5923c351-ada0-4ecc-8607-b4ab3b01081e,2a6a24ee-64a8-44c8-a215-5ac6d0070e8a,73.97,75.36,83.4,80.4,66.01,58.15,69.63,B,Amélioration,Facultatif,Oui,2024,,IQSS
9b70f7fd-2a19-4a9e-8558-47e14a46bf54,e9548089-a8d7-47b0-8302-dc25053ae422,79.25,75.36,91.47,81.97,69.54,83.26,73.43,A,Stable,Facultatif,Oui,2024,,IQSS
9b70f7fd-2a19-4a9e-8558-47e14a46bf54,97b3713a-51a0-494d-a4b2-001165464bda,79.25,75.36,91.47,81.97,69.54,83.26,73.43,A,Stable,Facultatif,Oui,2024,,IQSS
5efe75b2-1b6d-4c9d-be96-09c2891ba520,c08981fb-256d-49bc-9fa3-827945171124,65.08,75.36,65.94,66.29,74.93,51.83,57.97,D,Diminution,Facultatif,Oui,2024,,IQSS
5efe75b2-1b6d-4c9d-be96-09c2891ba520,ab1e19e2-b36d-499c-8540-758bd1757560,65.08,75.36,65.94,66.29,74.93,51.83,57.97,D,Diminution,Facultatif,Oui,2024,,IQSS
0b23ac5d-e463-4019-bba4-e939a73a937e,ea0217b1-e129-44fe-9e90-79914ff3e05f,,,,,,,,DI,,Facultatif,Oui,2024,,IQSS
0b23ac5d-e463-4019-bba4-e939a73a937e,02bcd6b7-fbb6-4371-86e6-5c928a03f565,,,,,,,,DI,,Facultatif,Oui,2024,,IQSS
5e91279b-afab-47f6-b51b-12b6a69230b8,c77fc83b-30dc-495d-aff4-b3098eabee39,66.39,75.36,72.66,67.88,74.54,58.58,54.84,D,Stable,Obligatoire,Oui,2024,,IQSS
5e91279b-afab-47f6-b51b-12b6a69230b8,960e53d3-ad32-456a-9c4b-72d31bb6a377,66.39,75.36,72.66,67.88,74.54,58.58,54.84,D,Stable,Obligatoire,Oui,2024,,IQSS
d8f2e82c-961a-4fc1-b55f-a14be3139164,4fa232a5-e5dc-4716-89fc-d97ddc288b2b,73.85,75.36,78.53,75.64,82.08,60.55,66.04,B,Amélioration,Obligatoire,Oui,2024,,IQSS
d8f2e82c-961a-4fc1-b55f-a14be3139164,489309a1-ef92-43db-a545-6d2dad2e1030,73.85,75.36,78.53,75.64,82.08,60.55,66.04,B,Amélioration,Obligatoire,Oui,2024,,IQSS
d061ae0a-f14f-43ea-a795-ed225ac6c9c2,f40d4324-a889-4b89-b189-d708ee35a529,70.69,75.36,74.97,73.57,72.14,63.51,63.24,C,Stable,Obligatoire,Oui,2024,,IQSS
d061ae0a-f14f-43ea-a795-ed225ac6c9c2,00de362d-58d0-4bf2-bfc2-b05ca0987085,70.69,75.36,74.97,73.57,72.14,63.51,63.24,C,Stable,Obligatoire,Oui,2024,,IQSS
023c28bd-b07b-4a5c-a7f5-efba1e98a1b3,e7ad3be4-08c5-4e47-a5e9-46b326ec981b,78.31,76.82,88.09,85.75,77.01,41.6,76.94,A,Non calculable,Facultatif,Oui,2024,,IQSS
023c28bd-b07b-4a5c-a7f5-efba1e98a1b3,de06da52-1144-42e9-afcf-e1393207f871,78.31,76.82,88.09,85.75,77.01,41.6,76.94,A,Non calculable,Facultatif,Oui,2024,,IQSS
a0c1d849-ed96-4280-89c7-6f722c901e6d,807ee241-decc-42aa-98ac-68a73c86cfcb,,,,,,,,DI,,Facultatif,Oui,2024,,IQSS
a0c1d849-ed96-4280-89c7-6f722c901e6d,1f6fd719-33fe-48c0-a7a3-5b85ee90017f,,,,,,,,DI,,Facultatif,Oui,2024,,IQSS
1e6c291d-7048-4764-a5de-a01f2f72d604,a0202ba7-0ae9-42d8-9b4a-a1dd6f4fc7ae,,,,,,,,DI,,Facultatif,Oui,2024,,IQSS
1e6c291d-7048-4764-a5de-a01f2f72d604,6cb2d067-235f-4b97-a9f1-aaf0828896ea,,,,,,,,DI,,Facultatif,Oui,2024,,IQSS
afea6002-726f-43bc-b349-50a0226b3c27,ada7ddaa-484d-45c3-b4a0-e5de88e53796,,,,,,,,DI,,Facultatif,Oui,2024,,IQSS
afea6002-726f-43bc-b349-50a0226b3c27,29cda6a2-3313-4314-b498-1712af0ba465,,,,,,,,DI,,Facultatif,Oui,2024,,IQSS
d1d2f540-1d9a-4f6c-adbb-db3181eb8672,d3a093e7-a93c-4aa6-a4c7-f6362a19a023,77.19,76.47,86.01,80.53,77.44,66.01,69.65,A,Non calculable,Facultatif,Oui,2024,,IQSS
d1d2f540-1d9a-4f6c-adbb-db3181eb8672,1d36d629-733a-43ad-a3d5-21c923e55176,77.19,76.47,86.01,80.53,77.44,66.01,69.65,A,Non calculable,Facultatif,Oui,2024,,IQSS
035c914c-7ccb-4ecc-b8fd-05b262a8458a,c91fe530-9572-41be-925b-0567cbeea3c2,,,,,,,,DI,,Facultatif,Oui,2024,,IQSS
035c914c-7ccb-4ecc-b8fd-05b262a8458a,a2cc90fb-9620-4e2d-8bd8-337583778513,,,,,,,,DI,,Facultatif,Oui,2024,,IQSS
f3301e28-79b7-4d52-acfa-dcbb78b1dc30,48a8f1fe-734c-4537-83b2-7d7418ea39f0,,,,,,,,DI,,Facultatif,Oui,2024,,IQSS
f3301e28-79b7-4d52-acfa-dcbb78b1dc30,63793afb-b0a2-4915-8868-7ff3d4a521aa,,,,,,,,DI,,Facultatif,Oui,2024,,IQSS
1071c115-07ec-414e-a74e-998c491387d2,f0eb4137-e111-4466-9963-b16118ce9840,,,,,,,,DI,,Facultatif,Oui,2024,,IQSS
1071c115-07ec-414e-a74e-998c491387d2,6d43be4d-3d01-423a-b4d4-b9072c7da21f,,,,,,,,DI,,Facultatif,Oui,2024,,IQSS
86918ed7-36e2-492c-9f2f-7b0a2390bf37,153f24f2-fdb4-49d4-8d33-c9a5d8d8e0e8,80.19,76.47,85.63,84.51,78.58,67.02,75.35,A,Non calculable,Facultatif,Oui,2024,,IQSS
86918ed7-36e2-492c-9f2f-7b0a2390bf37,03d329ba-842b-42ea-9de5-2b29ab78ff29,80.19,76.47,85.63,84.51,78.58,67.02,75.35,A,Non calculable,Facultatif,Oui,2024,,IQSS
dfabd9d6-7ac4-4775-8278-d546bf5bd308,21adabda-e476-4aba-a939-d06d3a1e05da,,,,,,,,NV,,Obligatoire,Oui,2024,,IQSS
dfabd9d6-7ac4-4775-8278-d546bf5bd308,e066df08-1414-4a3e-b706-198adea06310,,,,,,,,NV,,Obligatoire,Oui,2024,,IQSS
06e8c499-40b2-4b43-84a9-a18dc5f9eded,153f24f2-fdb4-49d4-8d33-c9a5d8d8e0e8,76.92,76.47,83.06,79.57,81.78,63.18,69.59,A,Non calculable,Facultatif,Oui,2024,,IQSS
06e8c499-40b2-4b43-84a9-a18dc5f9eded,03d329ba-842b-42ea-9de5-2b29ab78ff29,76.92,76.47,83.06,79.57,81.78,63.18,69.59,A,Non calculable,Facultatif,Oui,2024,,IQSS
c57d4070-b7e6-4e77-a89c-f6d85fa0cde9,aaf1d8d0-6c0c-4b7c-98eb-fcd307c8148d,75.51,76.05,84.45,78.99,77.71,61.67,67.37,B,Stable,Obligatoire,Oui,2024,,IQSS
c57d4070-b7e6-4e77-a89c-f6d85fa0cde9,c249f709-c221-477a-80e3-4512609bfdd2,75.51,76.05,84.45,78.99,77.71,61.67,67.37,B,Stable,Obligatoire,Oui,2024,,IQSS
ed804402-c77e-4996-8534-219e7879f05f,c0d66925-5e4a-4229-b3ac-ff5672bd9b3a,72.33,76.05,81.69,73.67,78.81,63.1,63.03,C,Stable,Obligatoire,Oui,2024,,IQSS
ed804402-c77e-4996-8534-219e7879f05f,7294632f-354f-4f97-937d-0ae8804fc036,72.33,76.05,81.69,73.67,78.81,63.1,63.03,C,Stable,Obligatoire,Oui,2024,,IQSS
66386a0f-fb3f-4c20-947c-ed22ad22d384,4d3b5c3a-3595-4288-83c1-fcd611c26e07,81.42,76.05,87.97,85.37,83.25,65.79,74.14,A,Stable,Facultatif,Oui,2024,,IQSS
66386a0f-fb3f-4c20-947c-ed22ad22d384,3e6ccb5a-435f-4ade-af63-42e3f6293cbe,81.42,76.05,87.97,85.37,83.25,65.79,74.14,A,Stable,Facultatif,Oui,2024,,IQSS
2a587f23-1e92-4079-9e44-b42dee71cdc6,d98df03d-5f88-43eb-8e40-a5a187c57756,,,,,,,,DI,,Facultatif,Oui,2024,,IQSS
2a587f23-1e92-4079-9e44-b42dee71cdc6,9b23b844-19d6-4de3-a8d2-55745532e0c4,,,,,,,,DI,,Facultatif,Oui,2024,,IQSS
b304e703-4ce7-4a7c-9a9d-2241bc66d6ad,4fc0ff4a-986a-4b1e-b7d2-f152c201639f,66.15,76.05,75.08,65.32,71.6,70.01,57.49,D,Non calculable,Facultatif,Oui,2024,,IQSS
b304e703-4ce7-4a7c-9a9d-2241bc66d6ad,de7a7985-ee78-4d04-896c-a2703bbb1207,66.15,76.05,75.08,65.32,71.6,70.01,57.49,D,Non calculable,Facultatif,Oui,2024,,IQSS
8ff3c244-43c0-4e7c-b9a2-465de6a77e3f,d4bea8b6-56f2-47f3-987c-b4511a2b5679,71.13,76.05,79.38,78.24,77.73,33.36,62.99,C,Amélioration,Facultatif,Oui,2024,,IQSS
8ff3c244-43c0-4e7c-b9a2-465de6a77e3f,a78865d9-f3d8-404e-9a83-0a44fc08baee,71.13,76.05,79.38,78.24,77.73,33.36,62.99,C,Amélioration,Facultatif,Oui,2024,,IQSS
a0f94f76-bdfe-4ed9-96ab-1c0d7aefb010,0c73f480-c591-44bd-ae1d-434313fe6ce9,,,,,,,,DI,,Facultatif,Oui,2024,,IQSS
a0f94f76-bdfe-4ed9-96ab-1c0d7aefb010,81b8f6df-0888-4d6f-987b-ab76cf49e5fe,,,,,,,,DI,,Facultatif,Oui,2024,,IQSS
a3570a70-7525-415a-bccb-b16494e90a76,0f2897d9-2107-4119-b09c-48ab894e8add,77.4,76.05,84.63,80.79,82.13,58.22,71.57,A,Amélioration,Obligatoire,Oui,2024,,IQSS
a3570a70-7525-415a-bccb-b16494e90a76,0e141aea-c81f-4fd2-8501-6b22700407c7,77.4,76.05,84.63,80.79,82.13,58.22,71.57,A,Amélioration,Obligatoire,Oui,2024,,IQSS
e8588abb-7999-4604-a3b0-eca1311d13fb,14c57abd-57b9-4aca-ab1e-78a432072941,81.29,75.36,89.05,84.97,82.45,71.01,71.64,A,Amélioration,Obligatoire,Oui,2024,,IQSS
e8588abb-7999-4604-a3b0-eca1311d13fb,afdfe812-ce44-40a5-833f-3cd41c7e5ff1,81.29,75.36,89.05,84.97,82.45,71.01,71.64,A,Amélioration,Obligatoire,Oui,2024,,IQSS
80cb081e-44d6-48e5-9956-b1aa7dbd55aa,4b668957-8a97-4f08-ac55-be0cb2003496,,,,,,,,DI,,Facultatif,Oui,2024,,IQSS
80cb081e-44d6-48e5-9956-b1aa7dbd55aa,bf127f63-f524-4057-8c38-9b671a8d2c7a,,,,,,,,DI,,Facultatif,Oui,2024,,IQSS
d7be0f7c-5ea7-4805-b0aa-fa8862a9c668,5df2ed0b-0c81-4e9c-ba58-48da15107743,76.01,75.36,83.97,78.04,78.03,70.51,67.21,B,Stable,Obligatoire,Oui,2024,,IQSS
d7be0f7c-5ea7-4805-b0aa-fa8862a9c668,a571f488-5988-424e-aae1-1c39f022daac,76.01,75.36,83.97,78.04,78.03,70.51,67.21,B,Stable,Obligatoire,Oui,2024,,IQSS
4f62c93f-137a-4423-82ad-3336aa817ef5,42cfc981-1c9e-44a6-97f0-acaf5594977d,71.38,75.36,80.13,73.86,79.87,52.76,61.48,C,Stable,Obligatoire,Oui,2024,,IQSS
4f62c93f-137a-4423-82ad-3336aa817ef5,f766798b-f6ce-4ccd-a539-826d8c0ac716,71.38,75.36,80.13,73.86,79.87,52.76,61.48,C,Stable,Obligatoire,Oui,2024,,IQSS
2846b3af-c1da-4835-8105-641bc595aa70,a2c6477a-0bdf-4010-bc4f-4af8b5360976,,,,,,,,DI,,Facultatif,Oui,2024,,IQSS
2846b3af-c1da-4835-8105-641bc595aa70,324c57ba-a84d-4858-b02a-67d9a5d205a2,,,,,,,,DI,,Facultatif,Oui,2024,,IQSS
e70579b7-3ab6-4290-89a5-6f0ab9088600,f4d036cc-04c7-4587-b8d0-4c9ea193829a,77.71,75.36,82.23,78.04,81.86,76.55,70.07,A,Non calculable,Facultatif,Oui,2024,,IQSS
e70579b7-3ab6-4290-89a5-6f0ab9088600,33350682-8887-4f61-a172-416e4e4b8cfc,77.71,75.36,82.23,78.04,81.86,76.55,70.07,A,Non calculable,Facultatif,Oui,2024,,IQSS
95392a4e-26ba-4a7e-a446-72f04afb82de,fa4290c0-1940-4dd7-86fe-7098eb9afce7,,,,,,,,DI,,Facultatif,Oui,2024,,IQSS
95392a4e-26ba-4a7e-a446-72f04afb82de,b9e01184-0c75-484e-b29b-6845203526be,,,,,,,,DI,,Facultatif,Oui,2024,,IQSS
2d41ec53-1291-4092-b2f1-e4d728f67833,0233e9bd-2b0e-44a6-99c0-0c6f7d8ade44,77.74,75.36,84.65,81.88,73.11,72.75,70.6,A,Amélioration,Obligatoire,Oui,2024,,IQSS
2d41ec53-1291-4092-b2f1-e4d728f67833,b3a256b7-0bae-4472-b032-3fac1883901e,77.74,75.36,84.65,81.88,73.11,72.75,70.6,A,Amélioration,Obligatoire,Oui,2024,,IQSS
d9adc9b1-7345-41c0-bc3c-8da27e6c6c61,768b7015-0a0f-4aba-8a41-009922a9f13c,71.58,75.36,78.94,79.61,70.91,38.08,67.06,C,Amélioration,Facultatif,Oui,2024,,IQSS
d9adc9b1-7345-41c0-bc3c-8da27e6c6c61,2cfd0014-23b8-41ed-aeca-c92266868751,71.58,75.36,78.94,79.61,70.91,38.08,67.06,C,Amélioration,Facultatif,Oui,2024,,IQSS
a98a5dbe-7641-4167-9c7a-80059882598b,3f5bf868-8eec-415b-826c-cedf3d35c129,75.55,75.36,83.13,80.05,70.61,62.83,72.55,B,Amélioration,Obligatoire,Oui,2024,,IQSS
