metric_id,vel_id,score_all_ssr_ajust,score_ajust_esatis_region,score_accueil_ssr_ajust,score_pec_ssr_ajust,score_lieu_ssr_ajust,score_repas_ssr_ajust,score_sortie_ssr_ajust,classement,annee,date_created,source
f4ca2386-19ed-41ec-8604-57f1ac1b9a64,863587f3-62b0-4388-84de-1636cb0213a1,64.41,75.36,74.25,69.44,59.76,52.5,57.91,D,2024,,IQSS
c9000a04-60af-481b-b8da-cf8fd1158281,e92464c9-8eb4-4476-afae-54a15cc75fe6,74.64,75.36,79.51,79.4,72.99,67.12,65.09,B,2024,,IQSS
c9000a04-60af-481b-b8da-cf8fd1158281,abb248f8-ebf2-44bd-8c43-294090c7fe56,74.64,75.36,79.51,79.4,72.99,67.12,65.09,B,2024,,IQSS
392daccd-fc8d-458b-a097-4acbabccd0b3,c70962de-09de-4ab4-bba1-4b551993c5f8,70.59,75.36,80.31,73.0,68.75,61.56,67.22,C,2024,,IQSS
392daccd-fc8d-458b-a097-4acbabccd0b3,dcc681e6-4c3d-465c-9751-baffabee4cea,70.59,75.36,80.31,73.0,68.75,61.56,67.22,C,2024,,IQSS
d7b2ce60-6f49-4798-a163-575b0cb45736,a819cd4c-7098-4839-9433-f921d118c163,,,,,,,,DI,2024,,IQSS
d7b2ce60-6f49-4798-a163-575b0cb45736,8f927286-bb43-4614-9d5b-e78d0b11b783,,,,,,,,DI,2024,,IQSS
dade7d2f-6a03-46ab-9002-e39b75fb9db4,bc1f07a2-a9d5-46e1-b492-57251f36f2c6,,,,,,,,DI,2024,,IQSS
dade7d2f-6a03-46ab-9002-e39b75fb9db4,d28b3af9-17d6-4054-b205-5a18bdc1bbc4,,,,,,,,DI,2024,,IQSS
276f4ea5-a135-4683-a2f1-1473d4d37c16,dc90054b-b0ac-4304-9005-84299a9a2ce5,,,,,,,,DI,2024,,IQSS
276f4ea5-a135-4683-a2f1-1473d4d37c16,3f272015-1c13-445d-b240-55c536bd2e07,,,,,,,,DI,2024,,IQSS
a3e5763e-a861-4b7f-9acf-8b72b34840c9,f96d3a19-cc95-4ec8-9c75-92fa226cbd37,,,,,,,,DI,2024,,IQSS
a3e5763e-a861-4b7f-9acf-8b72b34840c9,220cb5dd-c24d-404d-b2b8-476bf5aa492e,,,,,,,,DI,2024,,IQSS
a4a61f46-b03d-4116-aa90-8f112c46955c,32c5ae7a-df13-472a-9841-b56e3c0b6a54,77.38,75.36,84.25,80.9,75.56,70.62,69.8,A,2024,,IQSS
a4a61f46-b03d-4116-aa90-8f112c46955c,d1dc46f0-61ad-45be-b247-61c3723bdf1f,77.38,75.36,84.25,80.9,75.56,70.62,69.8,A,2024,,IQSS
1bb3544e-89a2-41db-ae95-31030f6b0d84,12458556-70a6-47d6-8cd1-893ce2821d96,68.7,75.36,77.67,71.46,70.81,54.76,63.33,C,2024,,IQSS
1bb3544e-89a2-41db-ae95-31030f6b0d84,0042af90-7fcd-4d11-b541-2146e166b64c,68.7,75.36,77.67,71.46,70.81,54.76,63.33,C,2024,,IQSS
440e1c1d-013a-4313-beb0-97725261f53b,dbab3d7f-d8d8-4b93-bc69-e2fe72fb6285,,,,,,,,DI,2024,,IQSS
440e1c1d-013a-4313-beb0-97725261f53b,9417b0e1-f469-4f7b-a076-5e85a653dd1f,,,,,,,,DI,2024,,IQSS
01080f71-eb0e-455c-81f1-876d811edad5,9c8aa799-a1ab-4985-8abf-812d2714f8e2,,,,,,,,DI,2024,,IQSS
01080f71-eb0e-455c-81f1-876d811edad5,49f5ca1f-db2a-49b8-81ae-5806dbcc2edb,,,,,,,,DI,2024,,IQSS
20130719-a85b-4f68-aaef-2d99002f5cd6,355834bf-fc74-42d0-be2a-8dc68c90ec9e,,,,,,,,DI,2024,,IQSS
20130719-a85b-4f68-aaef-2d99002f5cd6,77a3bff2-01cd-40b8-8228-feb8c606534f,,,,,,,,DI,2024,,IQSS
6814d6f3-15ff-4564-9a1a-f4a45a673a64,d6415f3d-2a09-4fd9-baf8-82cfef4b1398,73.41,75.36,81.11,79.79,71.38,42.73,72.83,B,2024,,IQSS
6814d6f3-15ff-4564-9a1a-f4a45a673a64,41bd527e-717a-41d5-854a-acd1687fda1c,73.41,75.36,81.11,79.79,71.38,42.73,72.83,B,2024,,IQSS
b611edfd-2e20-49db-8a26-da4bd453f7b1,fde0f17c-d02f-4f21-a1ae-38ce6478dba1,,,,,,,,DI,2024,,IQSS
b611edfd-2e20-49db-8a26-da4bd453f7b1,c67ae94b-bd7d-4e41-91f1-cc35db8e1d20,,,,,,,,DI,2024,,IQSS
cbced2c3-786f-4937-a459-7fc916c2e02a,6130c5a8-60f3-4454-9ed4-297ba7599e07,74.57,75.36,81.25,78.29,78.18,61.29,64.66,B,2024,,IQSS
